n_repetitions,total_fsm_time_mean,total_fsm_time_ci,total_fsm_time_std,total_fsm_time_rel_precision_pct,active_time_mean,active_time_ci,active_time_std,active_time_rel_precision_pct,coordination_time_mean,coordination_time_ci,coordination_time_std,coordination_time_rel_precision_pct,workload_overall_mean,workload_overall_ci,workload_overall_std,workload_overall_rel_precision_pct,jae_data_mean,jae_data_ci,jae_data_std,jae_data_rel_precision_pct
1,46.66499996185303,0.0,0.0,0.0,34.305999994277954,0.0,0.0,0.0,4.8570005893707275,0.0,0.0,0.0,0.1602529761904761,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,47.54299998283386,11.156048024948165,1.2416795374349587,23.465174744917714,35.81150007247925,19.12919222395265,2.129098628746025,53.416338844329026,4.784500241279602,0.9212042662897726,0.10253097554724,19.2539287247146,0.1599047532024505,0.0044245925796956185,0.0004924616723958692,2.7670175470605165,0.9710332476927244,0.3492181871657005,0.03886834084382643,35.96356643765588
3,47.886333306630455,2.6342606726185456,1.0604326242293705,5.5010699101778995,34.92799997329712,5.332656113740191,2.1466829670979823,15.267567904881673,4.776000022888184,0.18377686403915022,0.07398014335914596,3.8479242704863954,0.15977081012716973,0.0010394312915857726,0.000418427403065906,0.6505764668517586,0.9694478835418131,0.07084758480384296,0.028519990847819608,7.308034398404795
4,48.73100000619888,3.0206116503241076,1.898295437261008,6.198542303543673,34.79824995994568,2.8194325483962617,1.7718649604332701,8.102225116612338,4.810250103473663,0.14532476338340594,0.09132896485457,3.0211477627423453,0.1602494038916736,0.0016172096203485931,0.001016331127198341,1.0091829242883203,0.9680160291794015,0.03733311830491643,0.02346189988684712,3.856663234860289
5,48.03359999656677,2.813534464927912,2.2659386669808192,5.857429934731127,34.69059991836548,1.9286090786759273,1.553245549090513,5.55945726858101,4.810200166702271,0.09820728136302646,0.07909328248632211,2.041646458765861,0.1604484943067545,0.0012247123669124492,0.0009863476501566948,0.7633056154275744,0.9661517841539597,0.02574076247489497,0.020730859968665024,2.6642565792532955
6,47.57249999046326,2.434885575002333,2.3201857097626952,5.118262810427134,34.62883321444193,1.466564489180994,1.3974792101842028,4.235096458778068,4.818166772524516,0.07701312396313537,0.07338527589054301,1.5983905829557605,0.16057350520075908,0.000980013151045085,0.0009338477880760936,0.6103205817297261,0.9696047982211372,0.021387763039270053,0.020380252229083736,2.205822730921775
7,47.27100001062666,2.0931707356132203,2.263264700540529,4.428022963640857,34.25557133129665,1.4920510458986886,1.6132971888687198,4.355644900704131,4.8032857690538675,0.07186439552712173,0.0777041962487439,1.4961507389404671,0.16088913614503628,0.001103665618405584,0.0011933510214138384,0.6859789572185072,0.9545752799483227,0.017126143357692747,0.01851783758409327,1.7941113411841019
8,47.717250019311905,2.0450433628226166,2.4461629008471197,4.285752766546597,34.94787487387657,2.058918257386537,2.462759249341453,5.8913975880277984,4.809875011444092,0.062128920961306934,0.07431503130351678,1.2916951233344767,0.1605540357935734,0.0012169730228375629,0.0014556729279755782,0.7579834520025659,0.945150089683211,0.026497996852314475,0.03169537527919776,2.8035755528728665
9,47.573777781592476,1.7896941799457322,2.3283056859574263,3.7619341229575656,34.6327776643965,1.9140623800522585,2.490102707317297,5.526736545939745,4.813333352406819,0.054026070145420296,0.0702853078023258,1.1224252755817452,0.1607354616706062,0.00112718003531294,0.0014664067831948748,0.7012640668073983,0.9470983940784685,0.02322834482455737,0.03021895468869245,2.452579897694649
10,47.34230000972748,1.655319929181683,2.313977701711828,3.496492415538667,34.369699883460996,1.7817634791779733,2.4907335964839903,5.1841112527007365,4.793700051307678,0.06495896849599818,0.09080637644485397,1.3550903853126552,0.16131263566815462,0.0016379516684536474,0.002289698547372123,1.0153895642887953,0.9472703875160923,0.020391381759378383,0.028505186137414033,2.152646385669052
